stratum,stratum_label,construct_id,counties_compared,counties_excluded,spearman_vs_all_counties,spearman_is_an_invariant_check,invariant_holds,top10_counties_excluded_by_this_subset,top25_counties_excluded_by_this_subset,median_cumulative_all_counties,median_cumulative_this_subset,median_shift,note
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P80_D3_A90_W15,197,57,1.0,True,True,0,2,337.0,345.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P80_D5_A80_W15,197,57,1.0,True,True,1,3,319.5,323.0,3.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P80_D5_A90_W15,197,57,1.0,True,True,1,3,238.5,243.0,4.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D2_A80_W15,197,57,1.0,True,True,1,2,469.5,482.0,12.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D2_A90_W15,197,57,1.0,True,True,1,2,315.5,323.0,7.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D3_A80_W15,197,57,1.0,True,True,1,3,365.0,376.0,11.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D3_A90_W15,197,57,1.0,True,True,0,3,255.0,262.0,7.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D5_A80_W15,197,57,1.0,True,True,1,3,226.0,234.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P85_D5_A90_W15,197,57,1.0,True,True,0,4,174.0,181.0,7.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D2_A80_W15,197,57,1.0,True,True,1,3,326.0,338.0,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D2_A90_W15,197,57,1.0,True,True,1,2,218.0,232.0,14.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D3_A80_W15,197,57,1.0,True,True,1,3,236.5,251.0,14.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D3_A90_W15,197,57,1.0,True,True,0,3,168.0,176.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D5_A80_W15,197,57,1.0,True,True,1,5,134.0,141.0,7.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,HYB_TX_P90_D5_A90_W15,197,57,1.0,True,True,0,4,105.5,114.0,8.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P80_D2_W15,197,57,1.0,True,True,1,3,815.5,827.0,11.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P80_D3_W15,197,57,1.0,True,True,1,3,651.0,659.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P80_D5_W15,197,57,1.0,True,True,0,4,394.5,405.0,10.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P85_D2_W15,197,57,1.0,True,True,1,2,617.0,629.0,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P85_D3_W15,197,57,1.0,True,True,1,3,470.5,479.0,8.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P85_D5_W15,197,57,1.0,True,True,0,4,273.0,278.0,5.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P90_D2_W15,197,57,1.0,True,True,1,2,403.0,418.0,15.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P90_D3_W15,197,57,1.0,True,True,1,3,297.5,304.0,6.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_20pct,Counties with less than 20% imputation,REL_TX_P90_D5_W15,197,57,1.0,True,True,0,4,162.5,166.0,3.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A80_D2,188,66,1.0,True,True,2,6,2040.0,2040.5,0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A80_D3,188,66,1.0,True,True,2,6,1958.5,1944.5,-14.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A80_D5,188,66,1.0,True,True,2,6,1825.0,1815.5,-9.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A90_D2,188,66,1.0,True,True,1,5,1104.0,1084.5,-19.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A90_D3,188,66,1.0,True,True,2,5,1066.0,1042.5,-23.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,ABS_TX_A90_D5,188,66,1.0,True,True,3,7,977.5,956.0,-21.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D2_A80_W15,188,66,1.0,True,True,1,2,598.5,608.0,9.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D2_A90_W15,188,66,1.0,True,True,0,2,403.0,410.0,7.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D3_A80_W15,188,66,1.0,True,True,1,2,479.5,492.0,12.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D3_A90_W15,188,66,1.0,True,True,0,2,337.0,344.5,7.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D5_A80_W15,188,66,1.0,True,True,1,3,319.5,325.0,5.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P80_D5_A90_W15,188,66,1.0,True,True,1,3,238.5,243.0,4.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D2_A80_W15,188,66,1.0,True,True,1,2,469.5,482.0,12.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D2_A90_W15,188,66,1.0,True,True,1,2,315.5,324.0,8.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D3_A80_W15,188,66,1.0,True,True,1,3,365.0,376.5,11.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D3_A90_W15,188,66,1.0,True,True,0,3,255.0,263.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D5_A80_W15,188,66,1.0,True,True,1,3,226.0,235.5,9.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P85_D5_A90_W15,188,66,1.0,True,True,0,4,174.0,181.5,7.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D2_A80_W15,188,66,1.0,True,True,1,3,326.0,338.0,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D2_A90_W15,188,66,1.0,True,True,1,2,218.0,232.5,14.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D3_A80_W15,188,66,1.0,True,True,1,3,236.5,251.0,14.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D3_A90_W15,188,66,1.0,True,True,0,4,168.0,176.5,8.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D5_A80_W15,188,66,1.0,True,True,1,5,134.0,142.0,8.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,HYB_TX_P90_D5_A90_W15,188,66,1.0,True,True,0,5,105.5,114.0,8.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P80_D2_W15,188,66,1.0,True,True,1,3,815.5,827.0,11.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P80_D3_W15,188,66,1.0,True,True,1,3,651.0,662.5,11.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P80_D5_W15,188,66,1.0,True,True,0,4,394.5,406.5,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P85_D2_W15,188,66,1.0,True,True,1,2,617.0,630.5,13.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P85_D3_W15,188,66,1.0,True,True,1,3,470.5,483.0,12.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P85_D5_W15,188,66,1.0,True,True,0,4,273.0,282.5,9.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P90_D2_W15,188,66,1.0,True,True,1,2,403.0,422.0,19.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P90_D3_W15,188,66,1.0,True,True,1,3,297.5,309.5,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
