construct_a,construct_b,label_a,label_b,family_a,family_b,classified_county_dates_a,classified_county_dates_b,shared_county_dates,jaccard,structurally_nested,interpretation
REL_TX_P80_D2_W15,HYB_TX_P80_D3_A80_W15,TX-P80-D2,TX-P80-D3+A80,relative,hybrid,213399,130885,130885,0.6133,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P80_D3_A90_W15,TX-P80-D2,TX-P80-D3+A90,relative,hybrid,213399,88741,88741,0.4158,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D2,TX-P80-D5+A80,relative,hybrid,213399,87258,87258,0.4089,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D2,TX-P80-D5+A90,relative,hybrid,213399,64975,64975,0.3045,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D2_A80_W15,TX-P80-D2,TX-P85-D2+A80,relative,hybrid,213399,125734,125734,0.5892,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D2_A90_W15,TX-P80-D2,TX-P85-D2+A90,relative,hybrid,213399,81954,81954,0.384,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D3_A80_W15,TX-P80-D2,TX-P85-D3+A80,relative,hybrid,213399,98708,98708,0.4626,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D3_A90_W15,TX-P80-D2,TX-P85-D3+A90,relative,hybrid,213399,68046,68046,0.3189,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D5_A80_W15,TX-P80-D2,TX-P85-D5+A80,relative,hybrid,213399,62370,62370,0.2923,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P85_D5_A90_W15,TX-P80-D2,TX-P85-D5+A90,relative,hybrid,213399,47507,47507,0.2226,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D2_A80_W15,TX-P80-D2,TX-P90-D2+A80,relative,hybrid,213399,87949,87949,0.4121,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P80-D2,TX-P90-D2+A90,relative,hybrid,213399,57954,57954,0.2716,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D3_A80_W15,TX-P80-D2,TX-P90-D3+A80,relative,hybrid,213399,66173,66173,0.3101,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D3_A90_W15,TX-P80-D2,TX-P90-D3+A90,relative,hybrid,213399,46448,46448,0.2177,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D5_A80_W15,TX-P80-D2,TX-P90-D5+A80,relative,hybrid,213399,38549,38549,0.1806,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,HYB_TX_P90_D5_A90_W15,TX-P80-D2,TX-P90-D5+A90,relative,hybrid,213399,29939,29939,0.1403,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A80_D2,TX-P80-D2,TX->80-D2,relative,absolute,213399,528693,160660,0.2763,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A90_D2,TX-P80-D2,TX->90-D2,relative,absolute,213399,280631,103699,0.2657,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A80_D3,TX-P80-D2,TX->80-D3,relative,absolute,213399,508219,150246,0.263,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A90_D3,TX-P80-D2,TX->90-D3,relative,absolute,213399,267781,97836,0.2552,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A80_D5,TX-P80-D2,TX->80-D5,relative,absolute,213399,473437,133170,0.2405,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D2_W15,ABS_TX_A90_D5,TX-P80-D2,TX->90-D5,relative,absolute,213399,246143,89957,0.2434,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P80_D5_W15,TX-P80-D3,TX-P80-D5,relative,relative,171965,107118,107118,0.6229,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P85_D2_W15,TX-P80-D3,TX-P85-D2,relative,relative,171965,161004,138296,0.7104,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P85_D3_W15,TX-P80-D3,TX-P85-D3,relative,relative,171965,124812,124812,0.7258,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P85_D5_W15,TX-P80-D3,TX-P85-D5,relative,relative,171965,74264,74264,0.4319,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P90_D2_W15,TX-P80-D3,TX-P90-D2,relative,relative,171965,108359,98277,0.5398,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P90_D3_W15,TX-P80-D3,TX-P90-D3,relative,relative,171965,80755,80755,0.4696,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,REL_TX_P90_D5_W15,TX-P80-D3,TX-P90-D5,relative,relative,171965,45071,45071,0.2621,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D3,TX-P80-D2+A80,relative,hybrid,171965,160847,134695,0.6799,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D3,TX-P80-D2+A90,relative,hybrid,171965,103697,91307,0.4953,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D3_A80_W15,TX-P80-D3,TX-P80-D3+A80,relative,hybrid,171965,130885,130885,0.7611,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D3_A90_W15,TX-P80-D3,TX-P80-D3+A90,relative,hybrid,171965,88741,88741,0.516,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D3,TX-P80-D5+A80,relative,hybrid,171965,87258,87258,0.5074,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D3,TX-P80-D5+A90,relative,hybrid,171965,64975,64975,0.3778,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D2_A80_W15,TX-P80-D3,TX-P85-D2+A80,relative,hybrid,171965,125734,111024,0.5947,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D2_A90_W15,TX-P80-D3,TX-P85-D2+A90,relative,hybrid,171965,81954,75516,0.4233,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D3_A80_W15,TX-P80-D3,TX-P85-D3+A80,relative,hybrid,171965,98708,98708,0.574,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D3_A90_W15,TX-P80-D3,TX-P85-D3+A90,relative,hybrid,171965,68046,68046,0.3957,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D5_A80_W15,TX-P80-D3,TX-P85-D5+A80,relative,hybrid,171965,62370,62370,0.3627,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P85_D5_A90_W15,TX-P80-D3,TX-P85-D5+A90,relative,hybrid,171965,47507,47507,0.2763,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D2_A80_W15,TX-P80-D3,TX-P90-D2+A80,relative,hybrid,171965,87949,80881,0.4518,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D2_A90_W15,TX-P80-D3,TX-P90-D2+A90,relative,hybrid,171965,57954,55080,0.315,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P80-D3,TX-P90-D3+A80,relative,hybrid,171965,66173,66173,0.3848,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D3_A90_W15,TX-P80-D3,TX-P90-D3+A90,relative,hybrid,171965,46448,46448,0.2701,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D5_A80_W15,TX-P80-D3,TX-P90-D5+A80,relative,hybrid,171965,38549,38549,0.2242,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,HYB_TX_P90_D5_A90_W15,TX-P80-D3,TX-P90-D5+A90,relative,hybrid,171965,29939,29939,0.1741,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A80_D2,TX-P80-D3,TX->80-D2,relative,absolute,171965,528693,134540,0.2377,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A90_D2,TX-P80-D3,TX->90-D2,relative,absolute,171965,280631,91307,0.2527,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A80_D3,TX-P80-D3,TX->80-D3,relative,absolute,171965,508219,130764,0.238,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A90_D3,TX-P80-D3,TX->90-D3,relative,absolute,171965,267781,88749,0.2528,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A80_D5,TX-P80-D3,TX->80-D5,relative,absolute,171965,473437,116966,0.2213,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D3_W15,ABS_TX_A90_D5,TX-P80-D3,TX->90-D5,relative,absolute,171965,246143,82058,0.2442,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P85_D2_W15,TX-P80-D5,TX-P85-D2,relative,relative,107118,161004,91249,0.5159,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P85_D3_W15,TX-P80-D5,TX-P85-D3,relative,relative,107118,124812,87715,0.6082,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P85_D5_W15,TX-P80-D5,TX-P85-D5,relative,relative,107118,74264,74264,0.6933,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P90_D2_W15,TX-P80-D5,TX-P90-D2,relative,relative,107118,108359,69436,0.4755,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P90_D3_W15,TX-P80-D5,TX-P90-D3,relative,relative,107118,80755,63212,0.5071,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,REL_TX_P90_D5_W15,TX-P80-D5,TX-P90-D5,relative,relative,107118,45071,45071,0.4208,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D5,TX-P80-D2+A80,relative,hybrid,107118,160847,91064,0.5148,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D5,TX-P80-D2+A90,relative,hybrid,107118,103697,68162,0.4778,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D3_A80_W15,TX-P80-D5,TX-P80-D3+A80,relative,hybrid,107118,130885,89784,0.6058,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D3_A90_W15,TX-P80-D5,TX-P80-D3+A90,relative,hybrid,107118,88741,66978,0.5197,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D5_A80_W15,TX-P80-D5,TX-P80-D5+A80,relative,hybrid,107118,87258,87258,0.8146,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P80_D5_A90_W15,TX-P80-D5,TX-P80-D5+A90,relative,hybrid,107118,64975,64975,0.6066,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D2_A80_W15,TX-P80-D5,TX-P85-D2+A80,relative,hybrid,107118,125734,78589,0.5094,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D2_A90_W15,TX-P80-D5,TX-P85-D2+A90,relative,hybrid,107118,81954,59036,0.454,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D3_A80_W15,TX-P80-D5,TX-P85-D3+A80,relative,hybrid,107118,98708,74687,0.5695,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D3_A90_W15,TX-P80-D5,TX-P85-D3+A90,relative,hybrid,107118,68046,56128,0.4715,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D5_A80_W15,TX-P80-D5,TX-P85-D5+A80,relative,hybrid,107118,62370,62370,0.5823,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P85_D5_A90_W15,TX-P80-D5,TX-P85-D5+A90,relative,hybrid,107118,47507,47507,0.4435,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D2_A80_W15,TX-P80-D5,TX-P90-D2+A80,relative,hybrid,107118,87949,60486,0.4494,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D2_A90_W15,TX-P80-D5,TX-P90-D2+A90,relative,hybrid,107118,57954,45443,0.3799,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D3_A80_W15,TX-P80-D5,TX-P90-D3+A80,relative,hybrid,107118,66173,54476,0.4585,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D3_A90_W15,TX-P80-D5,TX-P90-D3+A90,relative,hybrid,107118,46448,41179,0.3664,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D5_A80_W15,TX-P80-D5,TX-P90-D5+A80,relative,hybrid,107118,38549,38549,0.3599,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,HYB_TX_P90_D5_A90_W15,TX-P80-D5,TX-P90-D5+A90,relative,hybrid,107118,29939,29939,0.2795,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A80_D2,TX-P80-D5,TX->80-D2,relative,absolute,107118,528693,90987,0.167,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A90_D2,TX-P80-D5,TX->90-D2,relative,absolute,107118,280631,68162,0.2133,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A80_D3,TX-P80-D5,TX->80-D3,relative,absolute,107118,508219,89717,0.1707,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A90_D3,TX-P80-D5,TX->90-D3,relative,absolute,107118,267781,66980,0.2175,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A80_D5,TX-P80-D5,TX->80-D5,relative,absolute,107118,473437,87210,0.1768,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P80_D5_W15,ABS_TX_A90_D5,TX-P80-D5,TX->90-D5,relative,absolute,107118,246143,64985,0.2254,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,REL_TX_P85_D3_W15,TX-P85-D2,TX-P85-D3,relative,relative,161004,124812,124812,0.7752,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,REL_TX_P85_D5_W15,TX-P85-D2,TX-P85-D5,relative,relative,161004,74264,74264,0.4613,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,REL_TX_P90_D2_W15,TX-P85-D2,TX-P90-D2,relative,relative,161004,108359,108359,0.673,True,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,REL_TX_P90_D3_W15,TX-P85-D2,TX-P90-D3,relative,relative,161004,80755,80755,0.5016,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,REL_TX_P90_D5_W15,TX-P85-D2,TX-P90-D5,relative,relative,161004,45071,45071,0.2799,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P85-D2,TX-P80-D2+A80,relative,hybrid,161004,160847,125734,0.6411,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P85-D2,TX-P80-D2+A90,relative,hybrid,161004,103697,81955,0.4485,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D3_A80_W15,TX-P85-D2,TX-P80-D3+A80,relative,hybrid,161004,130885,107278,0.5811,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D3_A90_W15,TX-P85-D2,TX-P80-D3+A90,relative,hybrid,161004,88741,73019,0.4132,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D5_A80_W15,TX-P85-D2,TX-P80-D5+A80,relative,hybrid,161004,87258,74817,0.4314,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P80_D5_A90_W15,TX-P85-D2,TX-P80-D5+A90,relative,hybrid,161004,64975,55905,0.3287,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P85_D2_A80_W15,TX-P85-D2,TX-P85-D2+A80,relative,hybrid,161004,125734,125734,0.7809,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
REL_TX_P85_D2_W15,HYB_TX_P85_D2_A90_W15,TX-P85-D2,TX-P85-D2+A90,relative,hybrid,161004,81954,81954,0.509,False,"agreement on the set of classified county-dates; NOT accuracy. Nested percentiles and durations create subset relationships, so a high value between two nested rules is structural."
